CarID,Manufacturer,Model,Engine size,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerID
C20249,VW,Passat,1.6,Diesel,2016,41804,28607,11
C39967,Ford,Mondeo,2.0,Petrol,1994,158646,2846,10
C46350,Toyota,Yaris,1.2,Hybrid,2018,27120,26893,47
C42239,Toyota,RAV4,1.8,Hybrid,2011,95916,20211,20
C20880,Ford,Mondeo,2.0,Diesel,2008,111352,11059,8
C09563,Toyota,RAV4,2.4,Petrol,2011,88083,20568,36
C41721,BMW,X3,3.0,Diesel,1987,159789,2659,27
C07081,VW,Polo,1.4,Petrol,1990,192860,973,48
C15872,Toyota,RAV4,2.0,Hybrid,2006,97497,15091,9
C12336,VW,Passat,2.0,Diesel,2003,221204,3341,33
C32617,VW,Polo,1.6,Petrol,2007,65480,8707,50
C36110,VW,Golf,1.4,Hybrid,1999,148561,3673,25
C26611,Toyota,Prius,1.4,Hybrid,1999,79841,7633,31
C25045,BMW,Z4,2.0,Petrol,2004,144756,6919,16
C11668,VW,Golf,1.2,Hybrid,2003,151589,4331,49
C29519,Ford,Fiesta,1.2,Petrol,2017,56615,15156,8
C04030,Ford,Mondeo,1.8,Diesel,2004,141667,6344,13
C16270,BMW,Z4,3.0,Petrol,1993,160391,3580,28
C26760,Toyota,Prius,1.8,Hybrid,1996,167029,3616,23
C17724,BMW,Z4,3.0,Petrol,2013,51366,30364,3
C48743,VW,Golf,2.0,Petrol,1994,194192,1781,5
C11000,Toyota,Yaris,1.4,Hybrid,1993,210921,1372,33
C36775,BMW,Z4,2.0,Petrol,1993,135826,3570,41
C42056,VW,Golf,1.8,Petrol,1997,188726,2165,27
C39222,Toyota,RAV4,2.2,Hybrid,2017,18539,54599,33
C49414,Toyota,Prius,1.0,Hybrid,2006,155671,5771,10
C17296,BMW,Z4,2.2,Petrol,2000,152357,5224,15
C33671,Ford,Fiesta,1.4,Petrol,2005,110027,5072,21
C31738,Ford,Mondeo,1.8,Hybrid,2003,139721,6890,30
C16425,VW,Polo,2.0,Petrol,2005,79200,7767,35
C36727,VW,Golf,1.2,Diesel,1994,246580,904,15
C19461,Toyota,RAV4,2.0,Petrol,2011,82811,19484,16
C49782,Porsche,718 Cayman,2.0,Petrol,2019,17275,54594,6
C39932,Toyota,RAV4,2.0,Hybrid,1990,139122,3777,4
C15364,VW,Golf,1.8,Petrol,2014,99238,13824,20
C10952,Toyota,RAV4,2.4,Petrol,2012,45103,29198,32
C46803,BMW,X3,3.0,Diesel,2016,38238,44298,11
C20605,VW,Polo,1.6,Petrol,2007,142369,4942,16
C21105,Ford,Mondeo,1.6,Diesel,2006,97692,9577,12
C25014,Toyota,RAV4,2.4,Hybrid,2011,65347,28827,29
C02150,Toyota,Yaris,1.2,Petrol,1996,187415,1590,15
C16667,Ford,Fiesta,1.0,Petrol,1996,185524,1274,41
C33566,Toyota,Prius,1.4,Hybrid,2014,57618,24056,32
C35159,VW,Polo,2.0,Petrol,2011,68459,12462,28
C17225,Toyota,RAV4,1.8,Hybrid,2004,131902,9651,29
C34752,BMW,M5,4.4,Petrol,2011,78466,48570,18
C02375,VW,Golf,1.2,Petrol,2019,23976,25649,41
C29067,Ford,Fiesta,1.2,Petrol,2000,94104,3782,6
C43248,Toyota,Prius,1.0,Hybrid,2008,118993,8835,19
C17727,VW,Polo,2.0,Petrol,2017,8921,26492,7
C02098,VW,Passat,1.6,Petrol,2012,66246,17882,6
C34436,VW,Passat,1.6,Diesel,2016,41612,28640,39
C24865,Ford,Focus,1.6,Hybrid,1988,149481,2228,20
C45118,Toyota,Prius,1.0,Hybrid,2007,103534,9285,15
C15976,VW,Passat,1.8,Petrol,1990,181046,1808,26
C10038,Toyota,RAV4,2.0,Hybrid,1999,157042,5948,19
C04765,Ford,Mondeo,1.6,Petrol,1995,178454,2302,7
C01411,Ford,Fiesta,1.4,Petrol,2008,25238,10848,38
C20178,Porsche,718 Cayman,2.4,Petrol,2020,22120,62250,17
C19059,VW,Passat,1.8,Diesel,1997,103618,5640,21
C34221,Ford,Focus,1.0,Petrol,2011,49942,14025,36
C10008,VW,Golf,1.6,Petrol,1997,172856,2339,6
C16367,Ford,Focus,1.4,Diesel,2005,75272,9903,21
C13512,Porsche,Cayenne,2.6,Petrol,2014,44134,45240,50
C10803,Toyota,RAV4,1.8,Hybrid,1995,154545,4412,28
C45253,Ford,Mondeo,2.0,Hybrid,1995,217328,2195,42
C00227,Toyota,RAV4,1.8,Petrol,2021,21354,52908,49
C32661,Porsche,911,3.5,Petrol,1989,165477,6054,10
C46344,BMW,Z4,2.4,Petrol,1995,215837,2262,4
C14037,Ford,Fiesta,1.0,Petrol,1989,83200,1791,25
C05129,Toyota,Yaris,1.4,Hybrid,2015,49980,20757,1
C10338,Porsche,911,2.2,Petrol,2000,135015,12820,48
C49910,Toyota,Yaris,1.0,Hybrid,2013,7354,19584,32
C21883,VW,Polo,2.0,Petrol,2005,98319,6784,8
C27164,Toyota,RAV4,1.8,Hybrid,1998,81700,9396,1
C48437,Toyota,RAV4,1.8,Hybrid,1994,151194,4243,39
C08629,Ford,Fiesta,1.2,Petrol,1997,193020,1398,23
C12897,Toyota,RAV4,2.2,Hybrid,2009,83994,21284,1
C02950,BMW,X3,2.0,Diesel,2009,104527,14548,42
C01175,BMW,Z4,2.0,Petrol,2022,9552,57460,43
C07902,Toyota,Prius,1.4,Hybrid,2007,126341,9239,10
C23981,Porsche,911,3.5,Petrol,2009,82115,43733,33
C44827,Ford,Focus,1.0,Petrol,2011,43198,14619,50
C44162,VW,Passat,2.0,Diesel,2013,39997,26472,49
C20483,Toyota,RAV4,1.8,Hybrid,1987,348331,438,50
C02892,VW,Polo,2.0,Petrol,2016,21917,23108,31
C37875,BMW,Z4,3.0,Petrol,1990,214246,1838,7
C12034,Toyota,RAV4,2.2,Hybrid,2001,126676,9102,45
C47585,Ford,Fiesta,1.2,Petrol,1991,128725,1599,49
C29654,Porsche,911,2.2,Petrol,1998,105832,14043,2
C24622,Ford,Focus,2.0,Petrol,2020,15351,44183,8
C32011,Ford,Mondeo,1.4,Diesel,2008,91576,10698,41
C34473,VW,Polo,1.6,Petrol,2019,30770,24012,17
C35165,Toyota,RAV4,2.2,Hybrid,1987,158923,2759,39
C49631,Toyota,RAV4,2.0,Hybrid,2022,8081,76819,30
C32259,Porsche,911,2.2,Petrol,1999,114610,14054,8
C18897,Ford,Focus,2.0,Diesel,2017,29860,35037,15
C21540,VW,Passat,1.8,Petrol,2005,155100,6116,11
C21442,VW,Passat,1.6,Diesel,1998,120853,4991,44
C37710,Ford,Fiesta,1.2,Petrol,2016,40738,15644,48
C48762,Ford,Mondeo,2.0,Diesel,1990,218484,1362,49
C48210,Toyota,RAV4,2.4,Petrol,2001,88956,10495,29
C19046,VW,Passat,1.8,Diesel,2011,86994,16170,7
C43553,Ford,Mondeo,1.6,Petrol,2018,32431,31147,7
C42200,Toyota,RAV4,2.0,Petrol,1993,131490,4085,19
C17952,VW,Golf,1.2,Petrol,2013,45824,15126,17
C06552,BMW,M5,5.0,Petrol,1997,160217,10896,44
C35403,VW,Passat,2.0,Diesel,2005,46914,14891,43
C47105,Toyota,Prius,1.0,Hybrid,1987,117652,2201,21
C49363,Porsche,911,3.5,Petrol,2022,6963,164343,24
C41732,VW,Golf,2.0,Petrol,2018,35989,28912,30
C01699,Toyota,RAV4,1.8,Hybrid,1997,153031,5105,38
C19445,Toyota,Prius,1.0,Hybrid,2007,82321,10810,29
C27272,VW,Golf,1.6,Petrol,2009,83503,10448,31
C05550,VW,Polo,1.2,Petrol,2020,17541,23938,24
C26613,Toyota,Yaris,1.2,Hybrid,2014,51225,17839,37
C07657,Ford,Mondeo,1.4,Diesel,2004,31153,12119,44
C47785,Toyota,RAV4,1.8,Hybrid,1991,100842,5140,28
C49329,Ford,Mondeo,2.0,Diesel,2018,18679,39510,37
C11488,Ford,Fiesta,1.4,Petrol,1987,115760,1462,34
C25589,Ford,Fiesta,1.2,Petrol,2021,12744,25584,33
C48719,Toyota,RAV4,2.2,Hybrid,1992,106609,5821,42
C34151,VW,Golf,1.4,Diesel,2011,74010,12517,27
C42156,BMW,X3,2.4,Petrol,2012,39046,28763,48
C35163,BMW,M5,4.0,Petrol,1991,196114,4805,32
C47372,VW,Passat,2.0,Diesel,2014,34913,29162,33
C20555,BMW,X3,3.0,Diesel,1988,154821,2961,36
C12803,VW,Passat,1.8,Diesel,2013,25399,27336,33
C34280,VW,Golf,1.8,Petrol,2014,62528,17818,33
C44374,Toyota,Yaris,1.4,Hybrid,2011,81160,12949,32
C25250,VW,Golf,1.8,Hybrid,1999,35999,9273,28
C31639,Toyota,Prius,1.4,Hybrid,1993,113006,4025,15
C32305,Toyota,Yaris,1.0,Hybrid,1992,202392,1170,19
C27309,BMW,M5,4.0,Petrol,1996,183673,7473,4
C06037,Ford,Mondeo,2.0,Diesel,2017,64444,28061,32
C24442,VW,Polo,1.2,Petrol,1997,103765,2962,27
C01498,BMW,X3,2.4,Petrol,2003,95436,10873,7
C39194,Toyota,Prius,1.0,Hybrid,2004,72742,9450,30
C11822,Ford,Focus,1.6,Petrol,1991,229229,1136,1
C27174,BMW,X3,2.0,Petrol,2011,110572,15134,29
C16157,Toyota,Prius,1.8,Hybrid,2012,58961,23667,34
C18963,VW,Polo,1.2,Petrol,2004,101992,4785,50
C25570,VW,Golf,1.4,Diesel,1999,198536,2102,12
C03283,VW,Polo,1.6,Diesel,1995,186840,1606,37
C31628,BMW,X3,3.0,Diesel,1994,205809,2853,8
C39056,Toyota,Prius,1.8,Hybrid,2020,16076,52012,47
C30507,VW,Golf,1.2,Diesel,2009,120212,7256,42
C32128,Ford,Fiesta,1.4,Petrol,1985,165540,858,16
C19409,Ford,Mondeo,2.0,Diesel,2008,92327,12718,37
C29186,VW,Golf,1.2,Petrol,2012,39719,14683,14
C12371,Toyota,Yaris,1.4,Hybrid,1990,160193,1741,8
C38771,Ford,Mondeo,1.4,Diesel,2012,83535,14783,3
C00751,Ford,Fiesta,1.4,Petrol,2013,32544,14520,46
C41600,Ford,Mondeo,1.6,Diesel,1999,176120,3220,9
C20517,Ford,Mondeo,1.8,Diesel,2000,117909,5856,12
C28327,Toyota,Prius,1.8,Hybrid,2003,118826,8504,41
C19111,Ford,Focus,1.4,Diesel,2017,31190,29091,49
C11298,Porsche,911,3.5,Petrol,2005,111397,27095,27
C39634,Porsche,Cayenne,3.5,Petrol,2008,140182,17755,39
C24574,Porsche,911,3.0,Petrol,1988,289371,1714,5
C00312,Toyota,Yaris,1.4,Petrol,2010,52847,12174,42
C21909,Toyota,RAV4,2.0,Hybrid,2012,60833,28970,17
C19588,Porsche,718 Cayman,2.0,Petrol,2004,141729,8575,46
C29745,Porsche,Cayenne,2.6,Petrol,2004,221387,5845,38
C04666,BMW,X3,2.4,Petrol,2001,151315,6177,35
C35751,Toyota,Prius,1.0,Hybrid,2017,34972,28534,18
C39148,VW,Golf,1.8,Petrol,2019,20705,31990,42
C22129,VW,Golf,1.8,Petrol,1990,316038,419,40
C01697,Ford,Focus,1.8,Petrol,2006,124447,7984,23
C07417,Toyota,Yaris,1.0,Petrol,2001,146934,2847,42
C12641,Toyota,RAV4,2.4,Hybrid,2015,56215,39929,49
C06866,Ford,Focus,1.6,Petrol,1987,213563,1002,17
C28386,VW,Passat,1.8,Diesel,1995,63391,6533,10
C19650,Ford,Focus,2.0,Petrol,2003,104654,8007,27
C05054,VW,Passat,1.4,Petrol,1998,221445,1903,47
C49770,Ford,Fiesta,1.0,Petrol,2004,102067,4254,3
C23636,Toyota,Yaris,1.2,Hybrid,2021,13029,35494,6
C33250,Ford,Fiesta,1.4,Petrol,2009,67129,8969,20
C07600,Ford,Focus,1.4,Diesel,2004,47201,11114,45
C43393,VW,Passat,1.4,Diesel,1992,223683,1313,7
C43457,VW,Golf,2.0,Diesel,1987,421979,135,40
C37408,VW,Golf,1.6,Petrol,1989,168028,1429,41
C41025,Toyota,Yaris,1.4,Petrol,1990,145643,1635,12
C47279,Toyota,RAV4,2.0,Petrol,2021,10010,59287,39
C48264,Toyota,Yaris,1.4,Hybrid,2013,43250,18933,10
C11073,BMW,Z4,2.2,Petrol,1999,235286,2372,45
C12170,VW,Golf,1.8,Diesel,2015,21128,25667,39
C39202,VW,Golf,1.6,Petrol,2006,179706,4020,9
C08305,Toyota,RAV4,2.2,Petrol,2006,120286,11123,9
C48482,Porsche,911,2.2,Petrol,1990,163382,5222,11
C47650,VW,Golf,2.0,Petrol,1992,149377,2279,13
C02490,Ford,Fiesta,1.2,Diesel,2010,86665,8156,48
C22071,Toyota,Prius,1.4,Hybrid,2019,33128,38996,28
C45537,VW,Polo,1.2,Petrol,2015,68929,12563,7
C15182,VW,Polo,1.0,Petrol,1995,270717,565,19
C04594,VW,Polo,2.0,Petrol,2013,54598,15580,15
C47826,Ford,Focus,1.8,Hybrid,1987,272962,739,49
C14400,Ford,Mondeo,2.0,Diesel,1999,143269,4730,10
C31834,VW,Golf,1.2,Diesel,2021,14235,32459,36
C01327,VW,Golf,1.4,Diesel,1998,117687,3838,12
C28887,VW,Golf,1.2,Petrol,2008,113799,6789,11
C05757,VW,Passat,2.0,Diesel,2011,79007,18020,48
C34206,VW,Polo,1.6,Petrol,1996,70118,4055,23
C36154,BMW,Z4,2.0,Petrol,2002,118119,7470,12
C20724,Toyota,RAV4,2.2,Hybrid,2010,88626,22022,15
C36995,Toyota,Yaris,1.4,Hybrid,2017,30348,26678,25
C03351,Porsche,911,2.6,Petrol,2011,63163,48937,14
C25394,Toyota,Yaris,1.0,Hybrid,1991,58896,3347,47
C49489,VW,Passat,1.8,Diesel,1996,185246,2731,39
C20025,VW,Polo,1.6,Petrol,2002,160954,3040,7
C49726,VW,Golf,1.8,Petrol,1992,179993,1672,16
C00439,Ford,Focus,1.6,Petrol,1992,289432,694,1
C24877,BMW,X3,2.0,Petrol,2015,62830,27644,16
C06741,Ford,Fiesta,1.2,Petrol,1990,236669,593,15
C15254,VW,Polo,2.0,Diesel,2001,78699,6268,7
C29978,Ford,Mondeo,1.8,Petrol,1999,82990,6736,44
C05685,VW,Golf,1.6,Diesel,1995,288859,751,25
C42439,Toyota,RAV4,1.8,Hybrid,2015,38321,38609,29
C46101,VW,Polo,1.4,Petrol,2015,19193,18360,16
C01189,Toyota,Yaris,1.4,Petrol,2018,23959,24642,40
C09995,Ford,Focus,1.8,Hybrid,2004,119204,8731,4
C44371,BMW,X3,2.0,Diesel,2014,77385,24637,31
C31232,Toyota,Prius,1.8,Hybrid,2002,95001,9499,17
C41573,VW,Golf,1.8,Petrol,2001,131924,4532,15
C41160,Ford,Focus,1.6,Petrol,2011,48920,17854,21
C33062,BMW,X3,3.0,Diesel,2014,67744,32199,17
C43389,Ford,Focus,1.4,Petrol,2009,106525,9856,6
C33377,Toyota,Yaris,1.4,Hybrid,1997,139770,3281,8
C06650,Toyota,RAV4,2.0,Hybrid,2004,132592,10118,46
C46928,VW,Golf,1.8,Diesel,1991,263009,778,44
C25933,Toyota,RAV4,2.2,Hybrid,2013,33916,38338,11
C47240,Ford,Focus,1.0,Petrol,1991,147719,1819,37
C21570,Porsche,Cayenne,3.0,Petrol,1987,260948,1406,48
C33866,Toyota,RAV4,2.0,Petrol,1987,228553,1194,48
C07982,Porsche,Cayenne,4.0,Diesel,2019,39344,84637,10
C09596,Toyota,Yaris,1.0,Hybrid,1996,68808,4378,28
C44736,Ford,Fiesta,1.0,Petrol,2012,42499,10822,47
C27133,VW,Golf,2.0,Hybrid,2002,80709,8963,36
C47508,VW,Polo,1.2,Petrol,2018,19646,20710,28
C00774,Toyota,RAV4,2.4,Petrol,1996,284839,1414,11
C46077,Ford,Fiesta,1.2,Petrol,2019,13616,22286,6
C03395,VW,Passat,2.0,Diesel,1990,230122,1295,18
C25870,Ford,Fiesta,1.2,Petrol,2008,84431,6905,6
C45168,BMW,X3,3.0,Diesel,1987,217633,1610,30
C21566,Ford,Mondeo,1.8,Petrol,2017,18484,33431,46
C32117,Ford,Fiesta,1.2,Petrol,2016,25746,17071,32
C38370,VW,Passat,1.8,Diesel,1997,291581,1106,46
C21116,VW,Polo,1.4,Petrol,2008,102982,6700,31
C32565,Ford,Mondeo,1.4,Hybrid,1991,225037,1312,41
C10710,VW,Polo,1.2,Petrol,2013,65308,11262,18
C40749,Ford,Focus,1.0,Petrol,1989,278360,498,33
C25916,VW,Passat,1.6,Diesel,2016,50653,27095,24
C11593,Toyota,RAV4,2.0,Hybrid,1993,110268,5772,43
C23816,VW,Golf,2.0,Petrol,2012,66959,15966,31
C28598,VW,Golf,1.4,Petrol,2019,8879,30062,15
C15508,Ford,Focus,2.0,Petrol,2017,22794,34729,33
C28892,VW,Passat,2.0,Petrol,2004,46599,13293,45
C11297,Ford,Fiesta,1.2,Petrol,2007,109797,5374,41
C05810,Toyota,Prius,1.4,Hybrid,1995,171623,2870,35
C22793,Toyota,Prius,1.4,Hybrid,1999,124739,5488,27
C47774,Toyota,RAV4,2.0,Hybrid,1985,200523,1612,47
C31788,VW,Polo,1.0,Petrol,2004,49136,6256,18
C22015,Ford,Fiesta,1.4,Petrol,2005,34430,8425,33
C49484,VW,Golf,1.2,Diesel,2006,101792,6824,39
C48675,VW,Polo,1.0,Petrol,2018,36056,17220,36
C29708,Ford,Mondeo,1.8,Diesel,1992,220688,1447,16
C06223,Toyota,RAV4,1.8,Hybrid,2011,87856,21409,6
C43298,VW,Passat,1.8,Diesel,1994,203297,2041,18
C44000,VW,Polo,2.0,Petrol,1995,129784,2744,22
C18648,VW,Golf,1.8,Petrol,2011,97011,11503,42
C01427,VW,Polo,1.2,Petrol,1990,75272,2273,34
C08102,VW,Passat,1.8,Petrol,1985,120626,2123,26
C41477,Toyota,Prius,1.4,Hybrid,1997,177643,3115,1
C02755,Toyota,RAV4,2.0,Hybrid,2014,16333,43135,5
C02618,Toyota,RAV4,1.8,Hybrid,2010,61747,23911,29
C10881,Porsche,718 Cayman,2.0,Petrol,1996,157928,4406,18
C12816,BMW,Z4,2.2,Petrol,1992,161864,2833,6
C32766,VW,Polo,1.4,Petrol,2000,130704,3181,36
C17896,Ford,Focus,1.8,Diesel,2009,62114,16003,32
C36938,Toyota,RAV4,2.4,Petrol,1999,207326,3524,43
C47655,Ford,Mondeo,1.6,Diesel,2004,128956,6617,47
C37620,Toyota,RAV4,1.8,Hybrid,1988,137714,3171,18
C01764,Porsche,Cayenne,3.0,Petrol,1997,183021,5524,9
C26654,Toyota,Prius,1.0,Hybrid,2015,46037,23369,24
C28645,BMW,Z4,3.0,Petrol,1986,156252,2323,36
C01657,Toyota,RAV4,2.0,Hybrid,2010,32617,30155,45
C08203,Ford,Focus,1.4,Hybrid,2000,101327,6745,47
C02278,Ford,Fiesta,1.2,Petrol,1992,147465,1472,5
C49717,VW,Passat,1.8,Diesel,1992,264675,1021,7
C11248,Ford,Fiesta,1.0,Petrol,1990,177287,916,13
C43729,BMW,Z4,2.4,Petrol,2009,82430,16940,6
C23390,Ford,Focus,1.4,Hybrid,1993,146147,2989,24
C37129,Toyota,RAV4,1.8,Hybrid,2011,60394,25784,5
C07748,Toyota,RAV4,2.0,Hybrid,2003,131996,9510,39
C04560,Toyota,RAV4,2.0,Petrol,2011,68084,21536,13
C23644,Toyota,RAV4,2.0,Petrol,1994,216651,2120,33
C47264,Toyota,Prius,1.0,Hybrid,2004,110260,7231,34
C33219,VW,Polo,1.0,Petrol,2020,10563,22684,37
C00897,Toyota,Yaris,1.0,Petrol,2004,133498,3874,20
C37605,VW,Passat,1.6,Diesel,1997,132839,4252,39
C16531,Toyota,Prius,1.4,Hybrid,2015,40783,28546,38
C02928,BMW,Z4,2.2,Petrol,2014,66277,25254,3
C47994,Ford,Focus,1.6,Petrol,2008,91048,11034,30
C16592,Porsche,Cayenne,3.5,Petrol,2003,65562,22010,30
C43379,Toyota,Yaris,1.4,Hybrid,2009,70495,12187,43
C06562,Toyota,Prius,1.8,Hybrid,2004,68515,13043,21
C35923,Toyota,Prius,1.0,Hybrid,2017,20148,31043,28
C10244,VW,Polo,2.0,Petrol,2010,92020,9908,44
C42537,Ford,Focus,1.0,Diesel,1991,294889,511,38
C39549,VW,Passat,1.6,Petrol,2001,171464,3851,12
C15727,Ford,Fiesta,1.2,Petrol,2014,50225,12919,3
C32177,Ford,Focus,1.8,Petrol,2010,95687,12934,2
C33311,VW,Golf,1.6,Hybrid,1996,82055,5324,33
C49118,Toyota,Yaris,1.4,Hybrid,1990,237954,879,45
C06402,Toyota,Prius,1.4,Hybrid,1997,202359,2513,9
C39705,Ford,Fiesta,1.0,Petrol,2011,109138,6437,22
C41028,VW,Passat,1.6,Petrol,1990,233032,1074,9
C33139,Ford,Focus,1.8,Petrol,2002,77554,8621,4
C44170,VW,Passat,1.8,Petrol,1996,204599,2196,45
C28220,VW,Polo,2.0,Petrol,2016,62316,18109,5
C37112,Ford,Mondeo,1.8,Diesel,2004,144029,6225,23
C21397,Toyota,RAV4,1.8,Hybrid,1996,63954,9268,11
C40127,Toyota,Yaris,1.4,Petrol,2018,15778,25775,7
C34454,Porsche,718 Cayman,2.0,Petrol,2003,142823,7951,4
C24057,Ford,Mondeo,2.0,Diesel,2010,88411,14943,19
C18779,Toyota,RAV4,2.4,Hybrid,1995,258744,2027,1
C26006,VW,Passat,2.0,Diesel,1991,194587,1902,35
C36029,BMW,Z4,2.4,Petrol,2012,82820,20635,36
C31124,Toyota,Yaris,1.2,Petrol,2003,52203,7096,7
C04680,Toyota,Yaris,1.2,Petrol,1999,167902,2295,4
C05772,BMW,M5,4.0,Petrol,2008,92150,34446,23
C22910,VW,Golf,1.6,Petrol,2005,68463,8866,25
C38536,Ford,Fiesta,1.0,Diesel,2010,86043,7478,44
C42408,Toyota,RAV4,1.8,Petrol,2016,50436,31945,24
C32919,VW,Passat,1.4,Petrol,1994,241217,1218,45
C00181,Porsche,Cayenne,2.6,Diesel,2019,20147,76182,27
C47906,Porsche,911,3.5,Petrol,2003,186436,12876,36
C21582,VW,Golf,2.0,Hybrid,2018,40437,33789,30
C15939,Toyota,Yaris,1.4,Hybrid,2007,164071,5236,20
C20680,BMW,X3,2.0,Diesel,1998,205907,3039,33
C10036,VW,Golf,1.4,Petrol,2006,94800,7386,21
C10424,Toyota,Yaris,1.4,Petrol,2000,157899,2880,3
C46451,VW,Polo,1.4,Petrol,1998,180237,1850,29
C08091,VW,Golf,1.2,Diesel,1987,164459,1172,45
C11752,Ford,Focus,2.0,Petrol,2016,70149,24296,27
C35101,Ford,Fiesta,1.2,Petrol,2019,24912,20949,23
C21668,Toyota,Yaris,1.0,Hybrid,1993,98807,2907,34
C22096,VW,Golf,1.8,Petrol,2011,55007,15311,29
C15613,Toyota,Prius,1.0,Hybrid,2009,135618,8294,22
C00014,Toyota,RAV4,2.2,Petrol,2007,79393,16026,39
C04252,VW,Passat,2.0,Petrol,1995,183377,2607,29
C08495,BMW,M5,5.0,Petrol,2002,101757,24079,48
C03675,Ford,Mondeo,1.4,Diesel,1998,215520,1995,33
C08722,Toyota,Prius,1.8,Hybrid,2018,20860,44346,40
C13557,Ford,Focus,1.0,Petrol,2001,197142,2330,43
C37677,Porsche,911,2.6,Petrol,2019,17926,109411,3
C07672,Toyota,RAV4,1.8,Petrol,2013,50516,26141,7
C29354,VW,Passat,1.8,Diesel,1990,275358,808,36
C17081,Porsche,Cayenne,3.5,Petrol,2013,46428,48420,47
C18742,Toyota,Prius,1.4,Hybrid,1998,153735,4070,22
C21122,Toyota,Prius,1.0,Hybrid,2011,73618,14981,17
C40856,BMW,Z4,2.4,Petrol,2011,37913,25800,1
C40949,Ford,Fiesta,1.0,Petrol,2015,16573,15337,17
C47825,VW,Polo,1.4,Petrol,2002,80076,5289,18
C04497,Ford,Mondeo,1.8,Diesel,2011,87186,15285,13
C47471,BMW,M5,5.0,Petrol,2003,124475,21677,10
C05461,Toyota,RAV4,2.0,Hybrid,2018,25711,53475,32
C11790,VW,Golf,1.4,Petrol,1994,301094,557,4
C33241,Ford,Mondeo,2.0,Diesel,2012,55115,21354,12
C11743,Porsche,718 Cayman,2.4,Petrol,2005,98141,14031,25
C13553,Ford,Mondeo,2.0,Diesel,2003,100120,8613,23
C23519,VW,Polo,1.2,Petrol,1998,161908,2001,7
C13054,Ford,Mondeo,1.8,Diesel,2002,116252,6776,3
C13815,Porsche,718 Cayman,2.4,Petrol,2015,48020,38316,31
C30270,Toyota,Yaris,1.4,Hybrid,1996,132581,3250,30
C38470,VW,Polo,1.0,Petrol,2016,30015,15610,32
C10078,Ford,Fiesta,1.0,Petrol,2015,50721,12567,30
C23459,Ford,Fiesta,1.4,Petrol,2022,5435,30689,34
C23069,Toyota,Prius,1.8,Hybrid,2019,33481,44126,22
C30638,Ford,Fiesta,1.0,Petrol,2012,36877,11192,16
C24018,Ford,Fiesta,1.2,Petrol,2002,135431,3159,48
C38434,VW,Polo,2.0,Petrol,1999,186634,2237,34
C38821,Ford,Fiesta,1.2,Petrol,2019,30816,20256,45
C01214,BMW,M5,4.0,Petrol,2012,43043,62254,25
C19212,VW,Passat,1.4,Diesel,2006,93160,9780,15
C10330,Ford,Focus,2.0,Petrol,2008,90452,12389,24
C12791,VW,Polo,1.2,Diesel,2008,98847,6713,46
C29689,Ford,Fiesta,1.0,Petrol,2005,41804,6815,37
C33870,Toyota,RAV4,2.4,Hybrid,1999,122603,8587,9
C03684,VW,Passat,2.0,Petrol,2009,74235,15517,2
C30902,BMW,X3,3.0,Petrol,2006,103934,13954,37
C10238,Ford,Fiesta,1.2,Petrol,1998,173142,1773,13
C37471,VW,Passat,1.8,Diesel,2015,65392,24462,30
C15663,Ford,Fiesta,1.0,Petrol,2019,22173,19418,7
C19167,Toyota,Yaris,1.4,Petrol,2015,74360,14761,48
C11551,Toyota,RAV4,2.4,Hybrid,1995,212988,3079,1
C10288,VW,Golf,1.6,Petrol,1995,167686,2138,13
C36475,BMW,Z4,2.2,Petrol,2006,53306,16108,20
C31201,BMW,X3,3.0,Diesel,2004,85382,14656,26
C39960,VW,Golf,1.6,Petrol,1990,262200,659,18
C03915,Toyota,Prius,1.0,Hybrid,2000,187437,2956,46
C26612,Ford,Fiesta,1.2,Petrol,2014,59742,12162,25
C33232,VW,Polo,1.2,Petrol,2007,91807,6293,25
C40142,Ford,Mondeo,1.6,Hybrid,2017,33056,34839,16
C17004,VW,Polo,1.2,Petrol,1996,161147,1762,17
C41832,Ford,Focus,1.6,Diesel,2006,115346,8477,27
C14046,Ford,Fiesta,1.4,Petrol,2007,75741,7409,34
C47193,VW,Polo,1.4,Petrol,2007,87692,6999,33
C23211,Ford,Mondeo,1.6,Diesel,2015,80403,19727,35
C41783,Toyota,RAV4,1.8,Hybrid,2013,56084,30288,48
C48879,Ford,Mondeo,1.4,Diesel,2006,57190,11818,43
C39267,BMW,M5,4.4,Petrol,2007,142430,23033,19
C32125,Ford,Focus,1.8,Diesel,2003,89259,8918,49
C44795,Toyota,RAV4,2.2,Hybrid,2001,123198,9351,37
C44892,Porsche,Cayenne,4.0,Petrol,2015,34310,63604,24
C44998,VW,Polo,1.0,Petrol,2004,144164,3153,48
C45400,Toyota,Yaris,1.0,Petrol,1995,267011,660,11
C45147,Ford,Focus,1.4,Petrol,2018,35426,28894,3
C44337,VW,Golf,1.8,Petrol,2011,78224,13134,38
C25550,Toyota,RAV4,2.0,Hybrid,1995,154890,4637,21
C22205,Ford,Mondeo,2.0,Petrol,1998,187496,2908,4
C24568,Toyota,RAV4,2.0,Hybrid,1991,204224,2327,14
C39155,Ford,Mondeo,1.4,Diesel,1987,315533,377,11
C48671,VW,Golf,1.2,Diesel,1997,164898,2275,1
C18389,Toyota,RAV4,2.4,Hybrid,2004,149802,9652,14
